Time (s),Mn(mol/kgw),Fe(mol/kgw),B(mol/kgw),Cl(mol/kgw),Na(mol/kgw),S(6)(mol/kgw),Ca(mol/kgw),K(mol/kgw),Mg(mol/kgw),Sr(mol/kgw),Ba(mol/kgw),Li(mol/kgw),Zn(mol/kgw),Ni(mol/kgw),Cu(mol/kgw),Cd(mol/kgw),Co(mol/kgw),Pb(mol/kgw)
9.87E1,6.55692874672846e-09,1.3239781798167264e-07,0.00014636103015409262,0.8220142875908859,0.8406510865081153,0.11524063091079187,0.0215574934840908,0.009062760513985538,0.07972345072049308,0.00011151331497360525,9.429293368572172e-08,3.866915530764157e-05,,,,,,
1.03E2,6.556929193709813e-09,1.3239782700714065e-07,0.00014636104013142413,0.8220143436270367,0.8406511438147234,0.11523874685740751,0.021555603044391816,0.009062761131787759,0.07972345615518568,0.00011151332257539176,9.429294011360736e-08,3.866915794369147e-05,,,,,,
1.07E2,6.556929581572989e-09,1.3239783483889074e-07,0.00014636104878914212,0.8220143922517862,0.8406511935418971,0.11523711199099645,0.021553962636326033,0.0090627616678787,0.07972346087108026,0.00011151332917175785,9.429294569133409e-08,3.8669160231094274e-05,,,,,,
1.10E2,6.556929909178641e-09,1.3239784145392405e-07,0.000146361056101823,0.8220144333223349,0.840651235543603,0.11523573111276468,0.02155257707737513,0.009062762120684152,0.07972346485432731,0.00011151333474333155,9.429295040252101e-08,3.866916216313337e-05,,,,,,
1.14E2,6.55693017921e-09,1.323978469064066e-07,0.00014636106212934552,0.8220144671749906,0.8406512701637734,0.11523459291541717,0.021551435021915148,0.009062762493911894,0.07972346813754456,0.00011151333933573749,9.429295428574916e-08,3.866916375562798e-05,,,,,,
1.18E2,6.556930396891983e-09,1.3239785130185132e-07,0.00014636106698834127,0.8220144944648042,0.8406512980723183,0.11523367537484742,0.02155051437118695,0.009062762794783961,0.07972347078426593,0.00011151334303784192,9.429295741615684e-08,3.866916503939487e-05,,,,,,
1.22E2,6.556930568844806e-09,1.3239785477393172e-07,0.00014636107082659314,0.8220145160217608,0.8406513201180313,0.1152329505849973,0.021549787124539577,0.009062763032450974,0.07972347287498278,0.0001115133459622345,9.429295988895039e-08,3.866916605347691e-05,,,,,,
1.26E2,6.556930702168218e-09,1.3239785746600222e-07,0.0001463610738025751,0.8220145327359046,0.8406513372111342,0.11523238862050178,0.021549223255173586,0.00906276321672559,0.07972347449601645,0.00011151334822965499,9.429296180622555e-08,3.866916683974387e-05,,,,,,
1.30E2,6.556930803782892e-09,1.323978595178133e-07,0.00014636107607077277,0.8220145454748954,0.8406513502389602,0.11523196030912554,0.021548793491966797,0.009062763357173905,0.0797234757315172,0.00011151334995781182,9.42929632675133e-08,3.8669167439011744e-05,,,,,,
1.34E2,6.556930880013933e-09,1.3239786105707384e-07,0.00014636107777236593,0.822014555031634,0.8406513600123844,0.1152316389915974,0.021548471085284397,0.009062763462537695,0.07972347665838483,0.00011151335125426676,9.429296436376507e-08,3.8669167888579976e-05,,,,,,
1.38E2,6.556930936369637e-09,1.3239786219500927e-07,0.00014636107903031107,0.8220145620966852,0.8406513672376322,0.11523140144974309,0.02154823273824869,0.009062763540430493,0.07972347734359436,0.00011151335221270173,9.429296517419433e-08,3.86691682209348e-05,,,,,,
1.42E2,6.556930977468034e-09,1.3239786302487063e-07,0.0001463610799476935,0.8220145672490221,0.8406513725067994,0.11523122821732325,0.02154805891863729,0.009062763597235493,0.07972347784329796,0.00011151335291165903,9.429296576521816e-08,3.866916846331147e-05,,,,,,
1.46E2,6.556931007061889e-09,1.3239786362243223e-07,0.00014636108060827842,0.8220145709590897,0.840651376300998,0.11523110347701081,0.02154793375550668,0.009062763638139366,0.07972347820312159,0.00011151335341495866,9.429296619079796e-08,3.866916863784147e-05,,,,,,
1.50E2,6.556931028120519e-09,1.3239786404764965e-07,0.00014636108107834328,0.822014573599136,0.840651379000917,0.11523101471286203,0.021547844690489194,0.009062763667246176,0.07972347845916827,0.00011151335377309967,9.429296649363449e-08,3.8669168762034944e-05,,,,,,
1.54E2,6.556931042940296e-09,1.3239786434689022e-07,0.00014636108140914675,0.8220145754570417,0.8406513809009626,0.11523095224589518,0.02154778201179375,0.009062763687729836,0.07972347863935775,0.00011151335402513546,9.429296670675201e-08,3.8669168849436046e-05,,,,,,
1.58E2,6.556931053261441e-09,1.3239786455529363e-07,0.00014636108163953822,0.8220145767509883,0.8406513822242621,0.11523090874049555,0.021547738358940194,0.00906276370199581,0.07972347876485061,0.00011151335420066407,9.429296685517684e-08,3.866916891030692e-05,,,,,,
1.62E2,6.556931060379456e-09,1.3239786469902146e-07,0.00014636108179843255,0.8220145776433834,0.8406513831369076,0.11523087873599099,0.02154770825274712,0.009062763711834688,0.07972347885139851,0.00011151335432171746,9.429296695753972e-08,3.866916895228774e-05,,,,,,
1.66E2,6.556931065242402e-09,1.3239786479722593e-07,0.00014636108190688364,0.8220145782532033,0.8406513837603732,0.11523085823263321,0.021547687679800052,0.009062763718556435,0.07972347891052319,0.00011151335440444958,9.429296702740322e-08,3.866916898096434e-05,,,,,,
1.70E2,6.556931068537601e-09,1.3239786486376413e-07,0.00014636108198043897,0.822014578666312,0.8406513841828483,0.11523084434304148,0.02154767374312689,0.009062763723110965,0.07972347895058896,0.00011151335446049154,9.429296707479189e-08,3.866916900039746e-05,,,,,,
1.74E2,6.556931070751583e-09,1.3239786490846814e-07,0.00014636108202985824,0.8220145789438725,0.8406513844667017,0.1152308350108939,0.021547664379346593,0.009062763726171083,0.07972347897750814,0.00011151335449814575,9.429296710663235e-08,3.8669169013454706e-05,,,,,,
1.78E2,6.556931072227688e-09,1.3239786493827182e-07,0.00014636108206280565,0.8220145791289128,0.8406513846559382,0.1152308287894265,0.021547658136790424,0.009062763728211165,0.07972347899545448,0.00011151335452324819,9.429296712785718e-08,3.866916902215956e-05,,,,,,
1.82E2,6.556931073204364e-09,1.3239786495799485e-07,0.00014636108208460869,0.8220145792513674,0.8406513847811683,0.11523082467226298,0.02154765400567109,0.00906276372956125,0.07972347900733084,0.00011151335453985893,9.429296714190301e-08,3.866916902792009e-05,,,,,,
1.85E2,6.556931073846283e-09,1.323978649709562e-07,0.0001463610820989373,0.8220145793318387,0.8406513848634627,0.11523082196669161,0.021547651290928456,0.009062763730448432,0.07972347901513527,0.00011151335455077542,9.429296715113557e-08,3.866916903170546e-05,,,,,,
1.89E2,6.556931074265333e-09,1.3239786497941687e-07,0.00014636108210829026,0.8220145793843664,0.840651384917183,0.11523082020055149,0.021547649518800952,0.009062763731027547,0.07972347902022958,0.00011151335455790162,9.429296715716005e-08,3.866916903417639e-05,,,,,,
1.93E2,6.556931074537093e-09,1.3239786498490532e-07,0.00014636108211435624,0.8220145794184402,0.8406513849520284,0.11523081905494406,0.021547648369311213,0.009062763731403191,0.079723479023534,0.00011151335456252353,9.429296716106948e-08,3.8669169035779554e-05,,,,,,
1.97E2,6.556931074712384e-09,1.323978649884429e-07,0.00014636108211826763,0.8220145794404085,0.8406513849744948,0.1152308183163303,0.021547647628193032,0.009062763731645425,0.07972347902566497,0.00011151335456550458,9.429296716359009e-08,3.866916903681269e-05,,,,,,
2.01E2,6.556931074824675e-09,1.323978649907122e-07,0.00014636108212077501,0.8220145794544902,0.8406513849888957,0.11523081784285874,0.021547647153116613,0.009062763731800668,0.0797234790270308,0.00011151335456741455,9.42929671652057e-08,3.866916903747532e-05,,,,,,
2.05E2,6.556931074896658e-09,1.3239786499216516e-07,0.00014636108212237527,0.822014579463476,0.8406513849980984,0.11523081754102198,0.021547646850255415,0.009062763731899863,0.07972347902790712,0.00011151335456864024,9.429296716624008e-08,3.866916903789889e-05,,,,,,
2.09E2,6.5569310749426e-09,1.323978649930931e-07,0.0001463610821233889,0.8220145794691792,0.8406513850039464,0.11523081734961221,0.02154764665819692,0.009062763731962853,0.07972347902846626,0.00011151335456941906,9.429296716689998e-08,3.866916903816793e-05,,,,,,
2.13E2,6.556931074971699e-09,1.3239786499367847e-07,0.00014636108212403,0.8220145794727779,0.8406513850076417,0.11523081722884083,0.021547646537018347,0.009062763732002712,0.07972347902881997,0.00011151335456991222,9.429296716731515e-08,3.866916903833788e-05,,,,,,
2.17E2,6.556931074989936e-09,1.3239786499404645e-07,0.00014636108212443197,0.8220145794750389,0.8406513850099709,0.11523081715300425,0.021547646460929,0.00906276373202777,0.07972347902904339,0.00011151335457022159,9.4292967167578e-08,3.866916903844527e-05,,,,,,
2.21E2,6.556931075001361e-09,1.3239786499427687e-07,0.00014636108212468405,0.82201457947645,0.840651385011432,0.11523081710560337,0.02154764641337383,0.009062763732043486,0.07972347902918313,0.00011151335457041429,9.429296716774115e-08,3.8669169038512726e-05,,,,,,
2.25E2,6.556931075008388e-09,1.3239786499441957e-07,0.00014636108212484034,0.8220145794773265,0.8406513850123466,0.11523081707610693,0.021547646383785295,0.00906276373205331,0.07972347902927084,0.00011151335457053346,9.429296716784296e-08,3.8669169038554644e-05,,,,,,
2.29E2,6.556931075012732e-09,1.3239786499450758e-07,0.0001463610821249368,0.8220145794778692,0.8406513850129183,0.11523081705782726,0.021547646365453473,0.009062763732059463,0.07972347902932525,0.00011151335457060507,9.429296716790506e-08,3.866916903858137e-05,,,,,,
2.33E2,6.55693107501528e-09,1.3239786499456036e-07,0.00014636108212499565,0.8220145794782,0.8406513850132749,0.11523081704654282,0.021547646354143135,0.009062763732063207,0.07972347902935821,0.000111513354570646,9.42929671679417e-08,3.866916903859782e-05,,,,,,
2.37E2,6.556931075016648e-09,1.3239786499458852e-07,0.0001463610821250327,0.8220145794784001,0.8406513850134982,0.11523081703960235,0.021547646347192827,0.009062763732065608,0.07972347902937729,0.00011151335457066824,9.42929671679631e-08,3.866916903860873e-05,,,,,,
2.41E2,6.5569310750173985e-09,1.3239786499460316e-07,0.00014636108212505528,0.8220145794785189,0.8406513850136379,0.11523081703534578,0.021547646342938286,0.009062763732067033,0.07972347902938821,0.00011151335457067825,9.429296716797409e-08,3.866916903861538e-05,,,,,,
2.45E2,6.5569310750176135e-09,1.3239786499460774e-07,0.0001463610821250683,0.8220145794785857,0.8406513850137256,0.11523081703274334,0.021547646340345367,0.009062763732067915,0.07972347902939313,0.00011151335457067884,9.429296716797756e-08,3.866916903861973e-05,,,,,,
2.49E2,6.5569310750174795e-09,1.3239786499460504e-07,0.00014636108212507707,0.8220145794786198,0.8406513850137811,0.11523081703115277,0.02154764633876916,0.009062763732068452,0.07972347902939411,0.00011151335457067302,9.429296716797718e-08,3.866916903862281e-05,,,,,,
2.53E2,6.556931075016675e-09,1.3239786499460126e-07,0.00014636108212495185,0.8220145794786589,0.8406513850136292,0.11523081703028797,0.021547646337796718,0.009062763732067257,0.07972347902938191,0.00011151335457069139,9.429296716788905e-08,3.866916903861316e-05,,,,,,
2.57E2,6.556931075016889e-09,1.3239786499460178e-07,0.00014636108212495488,0.822014579478675,0.8406513850136451,0.11523081702971279,0.02154764633721955,0.009062763732067415,0.07972347902938318,0.00011151335457069378,9.42929671678904e-08,3.866916903861372e-05,,,,,,
2.60E2,6.5569310750168624e-09,1.323978649946053e-07,0.00014636108212495646,0.8220145794786852,0.8406513850136554,0.11523081702936572,0.02154764633687136,0.009062763732067524,0.07972347902938388,0.0001115133545706948,9.429296716789175e-08,3.866916903861427e-05,,,,,,
2.64E2,6.556931075016943e-09,1.3239786499460586e-07,0.0001463610821249583,0.8220145794786909,0.8406513850136619,0.11523081702915823,0.02154764633666298,0.009062763732067618,0.07972347902938481,0.00011151335457069617,9.429296716789253e-08,3.866916903861467e-05,,,,,,
2.68E2,6.556931075016889e-09,1.3239786499460695e-07,0.00014636108212495884,0.8220145794786958,0.840651385013667,0.1152308170290349,0.02154764633653905,0.009062763732067654,0.07972347902938526,0.00011151335457069629,9.429296716789291e-08,3.866916903861498e-05,,,,,,
2.72E2,6.5569310750169964e-09,1.3239786499460695e-07,0.00014636108212495852,0.8220145794786988,0.8406513850136706,0.11523081702896015,0.021547646336464617,0.009062763732067701,0.07972347902938531,0.00011151335457069788,9.42929671678933e-08,3.866916903861514e-05,,,,,,
2.76E2,6.5569310750169964e-09,1.3239786499460774e-07,0.00014636108212495884,0.8220145794786985,0.8406513850136699,0.11523081702891648,0.021547646336420548,0.00906276373206771,0.07972347902938566,0.00011151335457069709,9.429296716789368e-08,3.86691690386153e-05,,,,,,
