time (sec),Ca(mol/kgw),Mg(mol/kgw),Na(mol/kgw),Sr(mol/kgw),Cl(mol/kgw),S(6)(mol/kgw),Fe(mol/kgw)
44.00,0.0001913478672394396,0.00014681418683004207,0.0009034794121231184,1.5803706146880555e-06,0.0010665818886303189,0.00024948284863997246,3.814599868568413e-08
44.82,0.00022561389523459717,0.00017310525089353384,0.0010652719174460248,1.8633788577737486e-06,0.0012575823182782104,0.0002941595225906239,4.4977074870250825e-08
45.63,0.00026477178472128596,0.000203149660512039,0.0012501621254416635,2.186789715552123e-06,0.0014758502108136143,0.00034521429501536044,5.278336412992847e-08
46.45,0.0003093344571084076,0.00023734096143363372,0.001460571876184161,2.554839482547732e-06,0.0017242446139642076,0.0004033159222273178,6.166711949566072e-08
47.26,0.0003598468279336435,0.0002760972473256789,0.0016990740751192106,2.972028697573286e-06,0.002005802912215685,0.0004691748750698345,7.173697216195302e-08
48.08,0.00041688591279371277,0.0003198612410512147,0.001968393193230637,3.4431230186234514e-06,0.002323741417271955,0.0005435434770302669,8.3107952604512e-08
48.89,0.000481060812312541,0.0003691002831355831,0.0022714051960652003,3.973153098724718e-06,0.002681455284266975,0.0006272158846412009,9.590148758358826e-08
49.71,0.0005530125783650014,0.0004243062291248296,0.0026111369120867243,4.567413481057282e-06,0.003082517766089733,0.0007210279130605333,1.1024537347511791e-07
50.52,0.0006334139644795769,0.00048599525807883274,0.0029907648541625245,5.231460537493407e-06,0.003530678822117067,0.0008258567106418886,1.2627372651244916e-07
51.34,0.0007229690639091761,0.0005547075948763408,0.0034136135106571297,5.971109479370183e-06,0.004029863100803618,0.0009426202870447308,1.4412691063424307e-07
52.15,0.000822412839283184,0.0006310071493342768,0.00388315312460963,6.792430472815523e-06,0.004584167317940516,0.0010722768999861048,1.6395144371863967e-07
52.97,0.0009325105480362376,0.0007154810753603526,0.004402996980804138,7.701743893278785e-06,0.005197857053968801,0.001215824306104178,1.8589988304007815e-07
53.78,0.0010540570679533707,0.000808739253468643,0.004976898221223865,8.705614755107138e-06,0.0058753629945366434,0.0013742988815916512,2.1013069081389808e-07
54.60,0.001187876127182847,0.0009114136999967297,0.005608746209434123,9.810846352106731e-06,0.006621276638555295,0.001548774618272409,2.3680808069617374e-07
55.41,0.001334819442954854,0.0010241579062761992,0.00630256246390558,1.1024473144091689e-05,0.00744034549737701,0.0017403620006472152,2.661018460836708e-07
56.23,0.001495765773015661,0.0011476461108329387,0.007062496179209645,1.2353752922537162e-05,0.008337467807445155,0.0019502067691362097,2.981871710132892e-07
57.04,0.0016716198834538145,0.001282572507438109,0.007892819352445537,1.3806158285701696e-05,0.009317686776909405,0.00217948857431183,3.3324442439387555e-07
57.86,0.0018633114361691942,0.0014296503915040193,0.008797921530248371,1.538936745006786e-05,0.010386184384326778,0.002429419526360611,3.7145893821853125e-07
58.67,0.002071793798730328,0.0015896112469313938,0.009782304189341045,1.711125442077647e-05,0.011548274744751012,0.002701242643353417,4.1302077030467787e-07
59.49,0.0022980427787933156,0.0017632037750755143,0.010850574760891716,1.8979878539003074e-05,0.012809397055325035,0.0029962302011576456,4.5812445199517533e-07
60.30,0.002543055284630955,0.0019511928670194543,0.012007440305988873,2.1003473419067907e-05,0.014175108129008018,0.00331568198701065,5.069687211291883e-07
61.12,0.0028078479126568017,0.0021543585198331755,0.013257700846411402,2.3190435282586434e-05,0.015651074521369147,0.0036609234579077403,5.597562404591969e-07
61.93,0.003093455462140085,0.002373494696968872,0.014606242351618545,2.5549310691277798e-05,0.017243064251539434,0.0040333038040603455,6.166933015531831e-07
62.75,0.0034009293766067445,0.0026094081324052752,0.01605802937957699,2.8088783674263466e-05,0.018956938114509127,0.004434193916766197,6.779895140814209e-07
63.56,0.0037313361107237475,0.0028629170776179897,0.017618097365744993,3.081766223992025e-05,0.020798640578064687,0.004864984259123197,7.438574802480067e-07
64.38,0.0040857554207801095,0.003134849989928401,0.019291544551306633,3.374486425670871e-05,0.022774190253851155,0.005327082637127361,8.145124539911003e-07
65.19,0.004465278576223169,0.0034260441602812037,0.02108352353865557,3.68794026819831e-05,0.024889669928392068,0.005821911867841061,8.90171984445192e-07
66.01,0.004871006489093382,0.0037373442780284237,0.022999232459223615,4.023037011271457e-05,0.02715121613647234,0.006350907340515905,9.710555430360905e-07
66.82,0.005304047757638664,0.004069600929866604,0.02504390573609456,4.380692262740967e-05,0.02956500825615373,0.006915514465821351,1.0573841334672462e-06
67.64,0.005765516619891211,0.0044236690296915624,0.02722280442149138,4.7618262884395984e-05,0.03213725710191738,0.007517186007680783,1.1493798837567362e-06
68.45,0.0062565308125673005,0.0048004061758108,0.02954120608723085,5.167362243815495e-05,0.034874192990071766,0.00815737929166582,1.2472656193999518e-06
69.27,0.006778209330314631,0.0052006709316964,0.032004394244653164,5.5982243232611834e-05,0.03778205324869339,0.008837553283462139,1.3512644166661867e-06
70.08,0.00733167008009397,0.0056253210262781845,0.034617647269411425,6.055335822832272e-05,0.040867069143041335,0.009559165530609202,1.461599134989778e-06
70.90,0.007918027425351127,0.00607521146967723,0.03738622680588912,6.539617111942521e-05,0.04413545218665817,0.010323668960547,1.5784919273905377e-06
71.71,0.008538389614623847,0.006551192580270334,0.04031536562595774,7.051983509611714e-05,0.04759337980830498,0.011132508527986461,1.7021637278557417e-06
72.53,0.0091938560893433,0.007054107919065105,0.04341025491733353,7.593343060938847e-05,0.05124698034552249,0.011987117704771968,1.8328337146390793e-06
73.34,0.009885514665843852,0.007584792127559496,0.04667603097798755,8.164594209681742e-05,0.055102317337022276,0.012888914805734017,1.9707187484824995e-06
74.16,0.010614438586993796,0.008144068665566552,0.050117761294951144,8.766623363154973e-05,0.05916537308834007,0.013839299144551613,2.116032784846469e-06
74.97,0.011381683439414612,0.00873274744590999,0.053740429988476314,9.400302346115239e-05,0.06344203148827311,0.014839647014366217,2.2689862593447145e-06
75.78,0.012188283932973644,0.009351622363447212,0.05754892260589697,0.0001006648574089609,0.06793806005762223,0.01589130748882547,2.4297854457225873e-06
