,variable,value
0,cell_meters,0.08466666666666667
1,feed_cubic_meters,0.013210735175136622
2,feed_kg,13.171724160465171
3,feed_moles,731.1409835231815
4,Reynold's number,62.61929127460346
5,feed_kg_cell,1.0976436800387643
6,feed_moles_cell,60.928415293598455
7,module 0,"{'cf': 1.1176963344974205, 'permeate (moles/cell)': -0.05603424268698479}"
8,described_minerals,"{'Calcite': {'formula': 'CaCO3', 'mass': '100.1'}, 'Dolomite': {'formula': 'CaMg(CO3)2', 'mass': '124.4'}, 'Siderite': {'formula': 'FeCO3', 'mass': '115.9'}, 'Gypsum': {'formula': 'CaSO4:2H2O', 'mass': '172.2'}, 'Anhydrite': {'formula': 'CaSO4', 'mass': '136.1'}, 'Halite': {'formula': 'NaCl', 'mass': '58.44'}, 'Melanterite': {'formula': 'FeSO4:7H2O', 'mass': '278.0'}}"
9,simulation_path,C:\Users\Andrew Freiburger\Documents\UVic Civil Engineering\PHREEQC\ROSS\examples\sensitivity_analyses\geochemistry\database_selection\iso database
10,run_time (s),3.071749399999998
11,initial_solution_mass,13.171724160465171
12,final_solution_mass,11.819445299935305
13,simulation_cf,1.1144113641726712
14,final_time,200.40436001528005
15,precipitated_minerals,"{'Gypsum': {'formula': 'CaSO4:2H2O', 'mass': '172.2'}}"
