,variable,value
0,cell_meters,0.08466666666666667
1,feed_cubic_meters,0.013210735175136622
2,feed_kg,13.171724160465171
3,feed_moles,731.1409835231815
4,Reynold's number,62.61929127460346
5,feed_kg_cell,1.0976436800387643
6,feed_moles_cell,60.928415293598455
7,module 0,{'cf': 1.1177571260302372}
8,described_minerals,"{'Anhydrite': {'formula': 'CaSO4', 'mass': '140'}, 'Aragonite': {'formula': 'CaCO3', 'mass': '100'}, 'Artinite': {'formula': 'MgCO3:Mg(OH)2:3H2O', 'mass': '200'}, 'Barite': {'formula': 'BaSO4', 'mass': '230'}, 'Brucite': {'formula': 'Mg(OH)2', 'mass': '41'}, 'Calcite': {'formula': 'CaCO3', 'mass': '100'}, 'Celestite': {'formula': 'SrSO4', 'mass': '180'}, 'Dolomite': {'formula': 'CaMg(CO3)2', 'mass': '120'}, 'Epsomite': {'formula': 'MgSO4:7H2O', 'mass': '250'}, 'Ferrihydrite': {'formula': 'Fe(OH)3', 'mass': '73'}, 'Gypsum': {'formula': 'CaSO4:2H2O', 'mass': '170'}, 'Halite': {'formula': 'NaCl', 'mass': '58'}, 'Huntite': {'formula': 'CaMg3(CO3)4', 'mass': '170'}, 'Hydromagnesite': {'formula': 'Mg5(CO3)4(OH)2:4H2O', 'mass': '470'}, 'Magnesite': {'formula': 'MgCO3', 'mass': '84'}, 'Melanterite': {'formula': 'FeSO4:7H2O', 'mass': '280'}, 'Mirabilite': {'formula': 'Na2SO4:10H2O', 'mass': '320'}, 'Natron': {'formula': 'Na2CO3:10H2O', 'mass': '290'}, 'Nesquehonite': {'formula': 'MgCO3:3H2O', 'mass': '140'}, 'Siderite': {'formula': 'FeCO3', 'mass': '120'}, 'Strontianite': {'formula': 'SrCO3', 'mass': '150'}, 'Thenardite': {'formula': 'Na2SO4', 'mass': '140'}, 'Thermonatrite': {'formula': 'Na2CO3:H2O', 'mass': '120'}, 'Witherite': {'formula': 'BaCO3', 'mass': '200'}, 'Pyrocroite': {'formula': 'Mn(OH)2', 'mass': '72'}, 'Rhodochrosite': {'formula': 'MnCO3', 'mass': '110'}, 'MnSO4': {'formula': 'MnSO4', 'mass': '150'}, 'CuMetal': {'formula': 'Cu', 'mass': '64'}, 'Nantokite': {'formula': 'CuCl', 'mass': '99'}, 'Cu2SO4': {'formula': 'Cu2SO4', 'mass': '220'}, 'Melanothallite': {'formula': 'CuCl2', 'mass': '130'}, 'CuCO3': {'formula': 'CuCO3', 'mass': '120'}, 'Atacamite': {'formula': 'Cu2(OH)3Cl', 'mass': '210'}, 'Antlerite': {'formula': 'Cu3(OH)4SO4', 'mass': '350'}, 'Brochantite': {'formula': 'Cu4(OH)6SO4', 'mass': '450'}, 'Langite': {'formula': 'Cu4(OH)6SO4:H2O', 'mass': '470'}, 'CuSO4': {'formula': 'CuSO4', 'mass': '160'}, 'Chalcanthite': {'formula': 'CuSO4:5H2O', 'mass': '250'}, 'ZnMetal': {'formula': 'Zn', 'mass': '65'}, 'ZnCl2': {'formula': 'ZnCl2', 'mass': '140'}, 'Smithsonite': {'formula': 'ZnCO3', 'mass': '130'}, 'Zincosite': {'formula': 'ZnSO4', 'mass': '160'}, 'Bianchite': {'formula': 'ZnSO4:6H2O', 'mass': '270'}, 'Goslarite': {'formula': 'ZnSO4:7H2O', 'mass': '290'}, 'CdMetal': {'formula': 'Cd', 'mass': '110'}, 'Otavite': {'formula': 'CdCO3', 'mass': '170'}, 'CdCl2': {'formula': 'CdCl2', 'mass': '180'}, 'CdOHCl': {'formula': 'CdOHCl', 'mass': '160'}, 'CdSO4': {'formula': 'CdSO4', 'mass': '210'}, 'PbMetal': {'formula': 'Pb', 'mass': '210'}, 'Cotunnite': {'formula': 'PbCl2', 'mass': '280'}, 'Phosgenite': {'formula': 'PbCl2:PbCO3', 'mass': '550'}, 'Cerussite': {'formula': 'PbCO3', 'mass': '270'}, 'Anglesite': {'formula': 'PbSO4', 'mass': '300'}, 'Laurionite': {'formula': 'PbOHCl', 'mass': '260'}, 'Hydcerussite': {'formula': 'Pb(OH)2:2PbCO3', 'mass': '780'}, 'NiCO3': {'formula': 'NiCO3', 'mass': '120'}, 'Retgersite': {'formula': 'NiSO4:6H2O', 'mass': '260'}, 'Morenosite': {'formula': 'NiSO4:7H2O', 'mass': '280'}, 'Malachite': {'formula': 'Cu2(OH)2CO3', 'mass': '220'}, 'Azurite': {'formula': 'Cu3(OH)2(CO3)2', 'mass': '280'}, 'Portlandite': {'formula': 'Ca(OH)2', 'mass': '57'}}"
9,simulation_path,C:\Users\Andrew Freiburger\Dropbox\My PC (DESKTOP-M302P50)\Documents\UVic Civil Engineering\PHREEQC\ROSS\examples\sensitivity_analyses\database_selection\minteq database
10,run_time (s),8.308463499997742
11,initial_solution_mass,13.171724160465171
12,final_solution_mass,11.820513464900575
13,simulation_cf,1.1143106599875576
14,final_time,200.40436001528005
15,precipitated_minerals,"{'Anhydrite': {'formula': 'CaSO4', 'mass': '140'}}"
