,variable,value
0,cell_meters,0.08466666666666667
1,feed_cubic_meters,0.013210735175136622
2,feed_kg,13.171724160465171
3,feed_moles,731.1409835231815
4,Reynold's number,62.61929127460346
5,feed_kg_cell,1.0976436800387643
6,feed_moles_cell,60.928415293598455
7,module 0,"{'cf': 1.1176963344974205, 'permeate (moles/cell)': -0.05603424268698479}"
8,described_minerals,"{'Calcite': {'formula': 'CaCO3', 'mass': '100'}, 'Aragonite': {'formula': 'CaCO3', 'mass': '100'}, 'Dolomite': {'formula': 'CaMg(CO3)2', 'mass': '120'}, 'Siderite': {'formula': 'FeCO3', 'mass': '120'}, 'Rhodochrosite': {'formula': 'MnCO3', 'mass': '110'}, 'Strontianite': {'formula': 'SrCO3', 'mass': '150'}, 'Witherite': {'formula': 'BaCO3', 'mass': '200'}, 'Gypsum': {'formula': 'CaSO4:2H2O', 'mass': '170'}, 'Anhydrite': {'formula': 'CaSO4', 'mass': '140'}, 'Celestite': {'formula': 'SrSO4', 'mass': '180'}, 'Barite': {'formula': 'BaSO4', 'mass': '230'}, 'Pyrochroite': {'formula': 'Mn(OH)2', 'mass': '72'}, 'Halite': {'formula': 'NaCl', 'mass': '58'}, 'Sylvite': {'formula': 'KCl', 'mass': '75'}, 'Melanterite': {'formula': 'FeSO4:7H2O', 'mass': '280'}, 'Smithsonite': {'formula': 'ZnCO3', 'mass': '130'}, 'Otavite': {'formula': 'CdCO3', 'mass': '170'}, 'CdSO4': {'formula': 'CdSO4', 'mass': '210'}, 'Cerussite': {'formula': 'PbCO3', 'mass': '270'}, 'Anglesite': {'formula': 'PbSO4', 'mass': '300'}}"
9,simulation_path,C:\Users\Andrew Freiburger\Documents\UVic Civil Engineering\PHREEQC\ROSS\examples\sensitivity_analyses\geochemistry\database_selection\phreeqc database
10,run_time (s),3.7533603999999983
11,initial_solution_mass,13.171724160465171
12,final_solution_mass,11.819615023129916
13,simulation_cf,1.1143953618361766
14,final_time,200.40436001528005
15,precipitated_minerals,"{'Gypsum': {'formula': 'CaSO4:2H2O', 'mass': '170'}}"
